Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Base,Z_Score,IQR_Outlier,Z_Outlier,Visibility_Outlier,Outlet_Age,Item_Category,Outlet_Identifier_Encoded
FDT37,14.15,Low Fat,0.035263498,Canned,254.8014,OUT035,2004,Small,Tier 2,Supermarket Type1,2040.0112,FDT,-0.6996068370029319,False,False,False,21,Staples,2438.841866021505
FDK56,9.695,Low Fat,0.129889831,Fruits and Vegetables,185.3898,OUT013,1987,High,Tier 3,Supermarket Type1,3554.7062,FDK,1.193900539005782,False,False,False,38,Perishables,2298.995255579399
FDY24,4.88,Regular,0.134037,Baking Goods,53.3298,OUT018,2009,Medium,Tier 3,Supermarket Type2,539.298,FDY,1.276886900646306,False,False,False,16,Staples,1995.498739224138
FDS02,10.195,Regular,0.145867347,Dairy,194.0794,OUT046,1997,Small,Tier 1,Supermarket Type1,3901.588,FDS,1.5136164514494908,False,False,False,28,Perishables,2277.8442668817206
FDP39,12.65,Low Fat,0.121554149,Meat,53.7324,OUT019,1985,Small,Tier 1,Grocery Store,311.5944,FDP,1.0271005072317188,False,False,False,40,Perishables,340.3297227272727
NCG07,12.3,Low Fat,0.091924311,Household,189.753,OUT019,1985,Small,Tier 1,Grocery Store,189.753,NCG,0.43419666086853703,False,False,False,40,Household,340.3297227272727
FDP58,11.1,Low Fat,0.1977458405,Snack Foods,217.6482,OUT019,1985,Small,Tier 1,Grocery Store,219.0482,FDP,3.32954512664096,True,True,True,40,Staples,340.3297227272727
FDP46,15.35,Low Fat,0.074553522,Snack Foods,91.883,OUT013,1987,High,Tier 3,Supermarket Type1,2606.607,FDP,0.08660084841545355,False,False,False,38,Staples,2298.995255579399
FDZ34,6.695,Low Fat,0.075864171,Starchy Foods,192.082,OUT035,2004,Small,Tier 2,Supermarket Type1,6757.87,FDZ,0.11282741210210132,False,False,False,21,Staples,2438.841866021505
FDZ57,10.0,Regular,0.037977917,Snack Foods,128.6994,OUT017,2007,Small,Tier 2,Supermarket Type1,642.497,FDZ,-0.645290324515037,False,False,False,18,Staples,2340.67526349892
FDH34,8.63,Low Fat,0.031143591,Snack Foods,183.9582,OUT049,1999,Medium,Tier 1,Supermarket Type1,5386.9878,FDH,-0.7820476760975835,False,False,False,26,Staples,2348.3546346236562
FDF35,15.0,Low Fat,0.154860353,Starchy Foods,106.1938,OUT017,2007,Small,Tier 2,Supermarket Type1,4073.3644,FDF,1.6935697757898793,False,False,False,18,Staples,2340.67526349892
FDR20,20.0,Regular,0.028238317,Fruits and Vegetables,46.3744,OUT018,2009,Medium,Tier 3,Supermarket Type2,181.0976,FDR,-0.8401832666242326,False,False,False,16,Perishables,1995.498739224138
FDX56,17.1,Regular,0.073700837,Fruits and Vegetables,207.1638,OUT027,1985,Medium,Tier 3,Supermarket Type3,7247.233,FDX,0.06953831110977592,False,False,False,40,Perishables,3694.0385576470585
FDR40,9.1,Regular,0.008027701,Frozen Foods,81.1618,OUT013,1987,High,Tier 3,Supermarket Type1,2255.7304,FDR,-1.2446050513052445,False,False,False,38,Perishables,2298.995255579399
NCE30,16.0,Low Fat,0.099290166,Household,214.0902,OUT049,1999,Medium,Tier 1,Supermarket Type1,1486.7314,NCE,0.5815901012664723,False,False,False,26,Household,2348.3546346236562
DRI37,15.85,Low Fat,0.180096791,Soft Drinks,57.3904,OUT010,1998,Small,Tier 3,Grocery Store,117.1808,DRI,2.1985600885518313,False,False,False,27,Staples,339.351661981982
FDW48,18.0,Low Fat,0.008499464,Baking Goods,81.3618,OUT027,1985,Medium,Tier 3,Supermarket Type3,1530.6742,FDW,-1.2351649019101707,False,False,False,40,Staples,3694.0385576470585
NCC18,19.1,Low Fat,0.177629525,Household,173.9422,OUT045,2002,Small,Tier 2,Supermarket Type1,2414.1908,NCC,2.1491891975803346,False,False,False,23,Household,2192.384797631862
FDH02,7.27,Regular,0.020865797,Canned,90.2488,OUT018,2009,Medium,Tier 3,Supermarket Type2,814.9392,FDH,-0.9877100760988401,False,False,False,16,Staples,1995.498739224138
NCZ30,6.59,Low Fat,0.026180032,Household,120.7098,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.7058,NCZ,-0.8813702988790711,False,False,False,21,Household,2438.841866021505
FDI45,13.1,Low Fat,0.037734334,Fruits and Vegetables,173.9054,OUT018,2009,Medium,Tier 3,Supermarket Type2,3677.2134,FDI,-0.6501645090316274,False,False,False,16,Perishables,1995.498739224138
FDK41,14.3,Low Fat,0.127435585,Frozen Foods,86.8224,OUT013,1987,High,Tier 3,Supermarket Type1,852.224,FDK,1.1447901829747613,False,False,False,38,Perishables,2298.995255579399
FDQ07,15.1,Regular,0.087762922,Fruits and Vegetables,221.5456,OUT018,2009,Medium,Tier 3,Supermarket Type2,2873.5928,FDQ,0.35092575185062624,False,False,False,16,Perishables,1995.498739224138
NCE06,5.825,Low Fat,0.153127523,Household,162.4894,OUT010,1998,Small,Tier 3,Grocery Store,323.5788,NCE,1.6588952165805606,False,False,False,27,Household,339.351661981982
FDF11,10.195,Regular,0.017703044,Starchy Foods,239.4538,OUT018,2009,Medium,Tier 3,Supermarket Type2,3605.307,FDF,-1.0509979151615,False,False,False,16,Staples,1995.498739224138
FDU51,20.2,Regular,0.096433359,Meat,178.5028,OUT013,1987,High,Tier 3,Supermarket Type1,4604.6728,FDU,0.5244243530562639,False,False,False,38,Perishables,2298.995255579399
NCH06,12.3,Low Fat,0.128136346,Household,248.346,OUT010,1998,Small,Tier 3,Grocery Store,985.384,NCH,1.1588126657261462,False,False,False,27,Household,339.351661981982
FDD38,16.75,Regular,0.008184912,Canned,101.2674,OUT013,1987,High,Tier 3,Supermarket Type1,1528.011,FDD,-1.2414592019559971,False,False,False,38,Staples,2298.995255579399
FDU07,11.1,Low Fat,0.059846975,Fruits and Vegetables,150.1366,OUT046,1997,Small,Tier 1,Supermarket Type1,1813.6392,FDU,-0.20768251158877296,False,False,False,28,Perishables,2277.8442668817206
FDK08,9.195,Regular,0.122494876,Fruits and Vegetables,100.1016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1416.8224,FDK,1.0459247970127732,False,False,False,26,Perishables,2348.3546346236562
FDW15,15.35,Regular,0.054846706,Meat,147.3734,OUT027,1985,Medium,Tier 3,Supermarket Type3,3266.4148,FDW,-0.3077397148360731,False,False,False,40,Perishables,3694.0385576470585
FDE21,12.8,Low Fat,0.022980361,Fruits and Vegetables,117.7492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1274.3412,FDE,-0.945396880563275,False,False,False,26,Perishables,2348.3546346236562
FDX28,6.325,Low Fat,0.125154452,Frozen Foods,99.2042,OUT035,2004,Small,Tier 2,Supermarket Type1,1388.8588,FDX,1.0991438811027776,False,False,False,21,Perishables,2438.841866021505
NCR50,20.2,Low Fat,0.011762847,Household,153.534,OUT027,1985,Medium,Tier 3,Supermarket Type3,7503.566,NCR,-1.1698634199089455,False,False,False,40,Household,3694.0385576470585
FDL27,6.17,Low Fat,0.010674255,Meat,63.4826,OUT018,2009,Medium,Tier 3,Supermarket Type2,774.9912,FDL,-1.1916465421764444,False,False,False,16,Perishables,1995.498739224138
FDK14,6.98,Low Fat,0.041098016,Canned,81.6934,OUT035,2004,Small,Tier 2,Supermarket Type1,818.934,FDK,-0.5828560075223514,False,False,False,21,Staples,2438.841866021505
NCB07,19.2,Low Fat,0.077132215,Household,197.411,OUT027,1985,Medium,Tier 3,Supermarket Type3,5892.33,NCB,0.13820143422661513,False,False,False,40,Household,3694.0385576470585
NCR53,12.15,Low Fat,0.145013434,Health and Hygiene,225.0404,OUT035,2004,Small,Tier 2,Supermarket Type1,4950.8888,NCR,1.496529341416708,False,False,False,21,Household,2438.841866021505
FDB60,9.3,Low Fat,0.028683422,Baking Goods,195.8136,OUT017,2007,Small,Tier 2,Supermarket Type1,3693.8584,FDB,-0.83127655351512,False,False,False,18,Staples,2340.67526349892
FDW48,18.0,Low Fat,0.008554102,Baking Goods,79.3618,OUT049,1999,Medium,Tier 1,Supermarket Type1,805.618,FDW,-1.234071575636919,False,False,False,26,Staples,2348.3546346236562
FDR55,12.15,Regular,0.132058566,Fruits and Vegetables,187.5872,OUT035,2004,Small,Tier 2,Supermarket Type1,4349.0056,FDR,1.2372977159745675,False,False,False,21,Perishables,2438.841866021505
FDO22,13.5,Regular,0.017895691,Snack Foods,79.496,OUT045,2002,Small,Tier 2,Supermarket Type1,1597.92,FDO,-1.0471429785502935,False,False,False,23,Staples,2192.384797631862
FDL48,19.35,Regular,0.082731751,Baking Goods,49.2034,OUT017,2007,Small,Tier 2,Supermarket Type1,777.6544,FDL,0.25025018833215923,False,False,False,18,Staples,2340.67526349892
NCZ05,8.485,Low Fat,0.058083831,Health and Hygiene,103.199,OUT013,1987,High,Tier 3,Supermarket Type1,722.393,NCZ,-0.24296366497517224,False,False,False,38,Household,2298.995255579399
FDO25,6.3,Low Fat,0.127449031,Canned,210.527,OUT046,1997,Small,Tier 1,Supermarket Type1,6291.81,FDO,1.1450592423303407,False,False,False,28,Staples,2277.8442668817206
FDF47,20.85,Low Fat,0.097536998,Starchy Foods,225.3746,OUT013,1987,High,Tier 3,Supermarket Type1,3365.619,FDF,0.5465085712722534,False,False,False,38,Staples,2298.995255579399
FDY40,15.5,Regular,0.143670179,Frozen Foods,48.4692,OUT010,1998,Small,Tier 3,Grocery Store,49.2692,FDY,1.469650319798481,False,False,False,27,Perishables,339.351661981982
FDR25,17.0,Regular,0.139804885,Canned,265.7884,OUT045,2002,Small,Tier 2,Supermarket Type1,3974.826,FDR,1.3923043795363526,False,False,False,23,Staples,2192.384797631862
FDD59,10.5,Regular,0.065860323,Starchy Foods,81.896,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,FDD,-0.08735322869764318,False,False,False,40,Staples,3694.0385576470585
FDX38,10.5,Regular,0.0481669,Dairy,48.8376,OUT013,1987,High,Tier 3,Supermarket Type1,671.1264,FDX,-0.44140506495914367,False,False,False,38,Perishables,2298.995255579399
FDE26,9.3,Low Fat,0.089005769,Canned,143.9786,OUT046,1997,Small,Tier 1,Supermarket Type1,2745.0934,FDE,0.3757955728311171,False,False,False,28,Staples,2277.8442668817206
FDH48,13.5,Low Fat,0.105893301,Baking Goods,86.254,OUT019,1985,Small,Tier 1,Grocery Store,519.324,FDH,0.7137212367642548,False,False,False,40,Staples,340.3297227272727
NCK29,5.615,Low Fat,0.12566436,Health and Hygiene,123.473,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73,NCK,1.1093473258361357,False,False,False,38,Household,2298.995255579399
NCF54,18.0,Low Fat,0.047377053,Household,171.1422,OUT046,1997,Small,Tier 1,Supermarket Type1,2931.5174,NCF,-0.45721019100601634,False,False,False,28,Household,2277.8442668817206
FDI38,13.35,Regular,0.014649641,Canned,206.9638,OUT017,2007,Small,Tier 2,Supermarket Type1,7247.233,FDI,-1.1120976209107143,False,False,False,18,Staples,2340.67526349892
FDJ07,7.26,Low Fat,0.014353676,Meat,115.515,OUT027,1985,Medium,Tier 3,Supermarket Type3,1631.21,FDJ,-1.118019988319165,False,False,False,40,Perishables,3694.0385576470585
FDS55,7.02,Low Fat,0.081219598,Fruits and Vegetables,148.1734,OUT018,2009,Medium,Tier 3,Supermarket Type2,890.8404,FDS,0.2199914562395428,False,False,False,16,Perishables,1995.498739224138
NCX53,20.1,Low Fat,0.025002878,Health and Hygiene,140.4154,OUT010,1998,Small,Tier 3,Grocery Store,567.2616,NCX,-0.9049255790112746,False,False,False,27,Household,339.351661981982
NCP55,14.65,Low Fat,0.011196715999999999,Others,53.8614,OUT035,2004,Small,Tier 2,Supermarket Type1,1105.228,NCP,-1.1811919073426411,False,False,False,21,Household,2438.841866021505
FDV04,7.825,Regular,0.150015234,Frozen Foods,157.5288,OUT046,1997,Small,Tier 1,Supermarket Type1,942.7728,FDV,1.5966171805314329,False,False,False,28,Perishables,2277.8442668817206
FDV40,17.35,Low Fat,0.014691784,Frozen Foods,74.1038,OUT046,1997,Small,Tier 1,Supermarket Type1,960.7494,FDV,-1.1112543241367905,False,False,False,28,Perishables,2277.8442668817206
NCN30,16.35,Low Fat,0.017062427,Household,98.141,OUT018,2009,Medium,Tier 3,Supermarket Type2,1544.656,NCN,-1.0638168945749429,False,False,False,16,Household,1995.498739224138
FDT57,15.2,Low Fat,0.019142452,Snack Foods,237.5248,OUT017,2007,Small,Tier 2,Supermarket Type1,3318.3472,FDT,-1.022194837004747,False,False,False,18,Staples,2340.67526349892
FDI52,18.7,Low Fat,0.104890428,Frozen Foods,121.4072,OUT045,2002,Small,Tier 2,Supermarket Type1,3185.1872,FDI,0.6936533828963469,False,False,False,23,Perishables,2192.384797631862
FDT57,15.2,Low Fat,0.019018943,Snack Foods,238.7248,OUT013,1987,High,Tier 3,Supermarket Type1,1659.1736,FDT,-1.0246662970633702,False,False,False,38,Staples,2298.995255579399
FDK33,17.85,Low Fat,0.011233126,Snack Foods,211.556,OUT035,2004,Small,Tier 2,Supermarket Type1,5752.512,FDK,-1.180463329986056,False,False,False,21,Staples,2438.841866021505
FDQ39,14.8,Low Fat,0.081026811,Meat,190.0846,OUT035,2004,Small,Tier 2,Supermarket Type1,4586.0304,FDQ,0.2161337181773631,False,False,False,21,Perishables,2438.841866021505
FDR23,15.85,Low Fat,0.081953387,Breads,176.237,OUT045,2002,Small,Tier 2,Supermarket Type1,2646.555,FDR,0.23467484129615337,False,False,False,23,Staples,2192.384797631862
FDX47,6.55,Regular,0.060587738,Breads,156.8288,OUT019,1985,Small,Tier 1,Grocery Store,471.3864,FDX,-0.19285957425298556,False,False,False,40,Staples,340.3297227272727
DRP35,18.85,Low Fat,0.090850115,Hard Drinks,126.6336,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.5024,DRP,0.4127016078025046,False,False,False,21,Staples,2438.841866021505
FDU26,16.7,Regular,0.071335395,Dairy,120.3782,OUT010,1998,Small,Tier 3,Grocery Store,119.1782,FDU,0.022204955451570068,False,False,False,27,Perishables,339.351661981982
FDR39,20.35,Low Fat,0.083929569,Meat,182.4292,OUT049,1999,Medium,Tier 1,Supermarket Type1,4925.5884,FDR,0.27421896262795686,False,False,False,26,Perishables,2348.3546346236562
FDV48,9.195,Regular,0.086396038,Baking Goods,79.0644,OUT010,1998,Small,Tier 3,Grocery Store,157.1288,FDV,0.32357390533927205,False,False,False,27,Staples,339.351661981982
NCG18,15.3,Low Fat,0.023071504,Household,101.8332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1025.332,NCG,-0.9435730759488495,False,False,False,16,Household,1995.498739224138
NCD42,16.5,Low Fat,0.012627329,Health and Hygiene,38.7506,OUT013,1987,High,Tier 3,Supermarket Type1,759.012,NCD,-1.1525648203380758,False,False,False,38,Household,2298.995255579399
FDP59,20.85,Regular,0.094512029,Breads,104.5648,OUT010,1998,Small,Tier 3,Grocery Store,207.7296,FDP,0.4859778402156277,False,False,False,27,Staples,339.351661981982
FDF34,9.3,Regular,0.013951504,Snack Foods,199.9084,OUT027,1985,Medium,Tier 3,Supermarket Type3,5753.8436,FDF,-1.1260675964667213,False,False,False,40,Staples,3694.0385576470585
DRD15,10.6,Low Fat,0.056785183,Dairy,231.9642,OUT035,2004,Small,Tier 2,Supermarket Type1,2091.2778,DRD,-0.2689500842823535,False,False,False,21,Perishables,2438.841866021505
FDP03,5.15,Regular,0.06117708,Meat,121.8388,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.8088,FDP,-0.1810666262583536,False,False,False,28,Perishables,2277.8442668817206
FDO20,12.85,Regular,0.152099033,Fruits and Vegetables,252.6382,OUT035,2004,Small,Tier 2,Supermarket Type1,3532.7348,FDO,1.6383147572157115,False,False,False,21,Perishables,2438.841866021505
NCY30,20.25,Low Fat,0.02594835,Household,180.0976,OUT035,2004,Small,Tier 2,Supermarket Type1,3440.8544,NCY,-0.8860063400526044,False,False,False,21,Household,2438.841866021505
DRH37,17.6,Low Fat,0.041581725,Soft Drinks,163.3526,OUT013,1987,High,Tier 3,Supermarket Type1,3453.5046,DRH,-0.5731768143178363,False,False,False,38,Staples,2298.995255579399
FDT10,16.7,Regular,0.103849783,Snack Foods,58.8562,OUT010,1998,Small,Tier 3,Grocery Store,59.2562,FDT,0.672829697555961,False,False,False,27,Staples,339.351661981982
FDF35,15.0,Low Fat,0.154301621,Starchy Foods,105.9938,OUT045,2002,Small,Tier 2,Supermarket Type1,428.7752,FDF,1.6823893450400995,False,False,False,23,Staples,2192.384797631862
FDG10,6.63,Regular,0.010937229,Snack Foods,55.8588,OUT035,2004,Small,Tier 2,Supermarket Type1,801.6232,FDG,-1.1863843366897486,False,False,False,21,Staples,2438.841866021505
FDK03,12.6,Regular,0.073562475,Dairy,254.9356,OUT027,1985,Medium,Tier 3,Supermarket Type3,8138.7392,FDK,0.06676963711329628,False,False,False,40,Perishables,3694.0385576470585
FDG20,15.5,Regular,0.125687917,Fruits and Vegetables,178.2028,OUT046,1997,Small,Tier 1,Supermarket Type1,1416.8224,FDG,1.109818709983048,False,False,False,28,Perishables,2277.8442668817206
NCL07,13.85,Low Fat,0.0311868,Others,39.548,OUT027,1985,Medium,Tier 3,Supermarket Type3,759.012,NCL,-0.7811830482755379,False,False,False,40,Household,3694.0385576470585
DRD49,9.895,Low Fat,0.167831064,Soft Drinks,237.4564,OUT046,1997,Small,Tier 1,Supermarket Type1,715.0692,DRD,1.9531184254303273,False,False,False,28,Staples,2277.8442668817206
NCG55,16.25,Low Fat,0.039113587,Household,115.2176,OUT017,2007,Small,Tier 2,Supermarket Type1,3206.4928,NCG,-0.6225651543268208,False,False,False,18,Household,2340.67526349892
FDR19,13.5,Regular,0.160624116,Fruits and Vegetables,147.0102,OUT017,2007,Small,Tier 2,Supermarket Type1,2770.3938,FDR,1.8089047719591393,False,False,False,18,Perishables,2340.67526349892
NCM54,17.7,Low Fat,0.050929429,Household,129.1678,OUT035,2004,Small,Tier 2,Supermarket Type1,1780.3492,NCM,-0.38612585385478887,False,False,False,21,Household,2438.841866021505
FDZ44,8.185,Low Fat,0.06780958,Fruits and Vegetables,118.1808,OUT019,1985,Small,Tier 1,Grocery Store,234.3616,FDZ,-0.04834788641901331,False,False,False,40,Perishables,340.3297227272727
FDR28,13.85,Regular,0.026042966,Frozen Foods,161.221,OUT017,2007,Small,Tier 2,Supermarket Type1,1794.331,FDR,-0.8841130394436877,False,False,False,18,Perishables,2340.67526349892
FDB51,6.92,Low Fat,0.038610722,Dairy,61.4852,OUT018,2009,Medium,Tier 3,Supermarket Type2,1314.2892,FDB,-0.63262766606588,False,False,False,16,Perishables,1995.498739224138
DRJ59,11.65,Low Fat,0.019372253,Hard Drinks,40.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,308.9312,DRJ,-1.017596435326071,False,False,False,28,Staples,2277.8442668817206
FDZ43,11.0,Regular,0.057290978,Fruits and Vegetables,242.7512,OUT018,2009,Medium,Tier 3,Supermarket Type2,1938.8096,FDZ,-0.2588289421765052,False,False,False,16,Perishables,1995.498739224138
NCC54,17.75,Low Fat,0.097909084,Health and Hygiene,242.1196,OUT045,2002,Small,Tier 2,Supermarket Type1,4097.3332,NCC,0.5539541476057415,False,False,False,23,Household,2192.384797631862
FDQ11,5.695,Regular,0.067688124,Breads,258.8988,OUT035,2004,Small,Tier 2,Supermarket Type1,5396.9748,FDQ,-0.05077826520015555,False,False,False,21,Staples,2438.841866021505
DRH03,17.25,Low Fat,0.035207155,Dairy,93.512,OUT018,2009,Medium,Tier 3,Supermarket Type2,1491.392,DRH,-0.7007342809469602,False,False,False,16,Perishables,1995.498739224138
FDX38,10.5,Regular,0.080688663,Dairy,46.7376,OUT010,1998,Small,Tier 3,Grocery Store,47.9376,FDX,0.2093672535804246,False,False,False,27,Perishables,339.351661981982
DRH36,16.2,Low Fat,0.033447756,Soft Drinks,73.9696,OUT045,2002,Small,Tier 2,Supermarket Type1,894.8352,DRH,-0.7359404955198354,False,False,False,23,Staples,2192.384797631862
NCB06,17.6,Low Fat,0.082797778,Health and Hygiene,161.492,OUT017,2007,Small,Tier 2,Supermarket Type1,3515.424,NCB,0.2515714126420532,False,False,False,18,Household,2340.67526349892
FDR33,7.31,Low Fat,0.026940466,Snack Foods,108.457,OUT017,2007,Small,Tier 2,Supermarket Type1,2306.997,FDR,-0.8661537376712327,False,False,False,18,Staples,2340.67526349892
FDE47,14.15,Low Fat,0.037877202,Starchy Foods,124.0046,OUT013,1987,High,Tier 3,Supermarket Type1,1618.5598,FDE,-0.6473056683345498,False,False,False,38,Staples,2298.995255579399
FDA10,20.35,Low Fat,0.141129263,Snack Foods,121.6072,OUT027,1985,Medium,Tier 3,Supermarket Type3,3430.2016,FDA,1.418805665511618,False,False,False,40,Staples,3694.0385576470585
DRI01,7.97,Low Fat,0.034424278,Soft Drinks,171.8422,OUT013,1987,High,Tier 3,Supermarket Type1,2069.3064,DRI,-0.7163999347561125,False,False,False,38,Staples,2298.995255579399
NCJ54,9.895,Low Fat,0.060067115,Household,230.6642,OUT046,1997,Small,Tier 1,Supermarket Type1,4647.284,NCJ,-0.20327743003758827,False,False,False,28,Household,2277.8442668817206
FDT14,10.695,Regular,0.127727102,Dairy,121.144,OUT046,1997,Small,Tier 1,Supermarket Type1,1917.504,FDT,1.150623544283732,False,False,False,28,Perishables,2277.8442668817206
DRL49,13.15,Low Fat,0.05674821,Soft Drinks,144.3812,OUT017,2007,Small,Tier 2,Supermarket Type1,284.9624,DRL,-0.26968992747392234,False,False,False,18,Staples,2340.67526349892
NCI18,18.35,Low Fat,0.014052469,Household,224.0746,OUT045,2002,Small,Tier 2,Supermarket Type1,1346.2476,NCI,-1.1240472500561856,False,False,False,23,Household,2192.384797631862
FDC38,15.7,Low Fat,0.122684413,Canned,132.2942,OUT049,1999,Medium,Tier 1,Supermarket Type1,2252.4014,FDC,1.0497175013916544,False,False,False,26,Staples,2348.3546346236562
FDS56,5.785,Regular,0.038724612,Fruits and Vegetables,263.9252,OUT013,1987,High,Tier 3,Supermarket Type1,6033.4796,FDS,-0.6303486856994567,False,False,False,38,Perishables,2298.995255579399
